Date;Text;likes;retweets;replys
2020-01-16;schade. aber beim nächsten mal wird es hoffentlich gelingen die widerspruchslösung durchzusetzen ;662;34;125
2020-01-16;gerne arbeite ich an der umsetzung mit und bedanke mich auch für die faire debatte. leider befürchte ich trotzdem dass wir heute eine wichtige chance ungenutzt gelassen haben. ich glaube nicht dass die spenderzahlen deutlich steigen würde mich aber freuen wenn es anders käme ;208;9;22
2020-01-16;lieber herr  ich habe sie früher wegen der schärfe ihrer argumente geschätzt auch wenn oft anderer meinung. das aber ist nicht ihr niveau sondern das der afd. schade. ;280;38;162
2020-01-16;baerbock verteidigt ihre entscheidungslösung. wenn ihr vorschlag kommt verlieren wir wieder nur zeit werden das plädoyer für die widerspruchslösung in jahren erneut hier im bundestag hören. hinweise auf die möglichkeit der organspende beim ausweisamt oder arzt bringen gar nichts;401;31;76
2020-01-15;wir werden für die sache kämpfen. es wird knapp. ich hoffe dass wir es diesmal schaffen. danke für die unterstützung ;75;8;9
2020-01-15;heute abend 2215 uhr phönix streitgespräch zum thema organspende. rückmeldungen zur sendung sehr willkommen ;79;11;34
2020-01-15;hier ein streitgespräch mit der fdp sprecherin gesundheit frau aschenberg und mir zur widerspruchslösung organspende ;18;0;11
2020-01-15;nur 10.000 medizinstudenten pro jahr reichen nicht aus. es müssten 15.000 sein wenn wir den bedarf in 10 jahren ohne massiven ärztemangel decken wollen. babyboomer ärzte scheiden aus mehr ältere patienten längeres leben. auf dem land droht ärztenotstand ;283;35;72
2020-01-15;menschen auf der warteliste und ihren angehörigen die auf ein organ warten und verzweifelt sind schulden wir es dass jeder der nicht spenden will wenigstens dazu bereit ist zu widersprechen. die entscheidungsstärkung auf ämtern bringt gar nichts die gelegenheit wäre vertan ;130;12;59
2020-01-14;brandner hat leider recht. so lange wie die afd keinen neuen rechtsausschussesvorsitzenden vorschlägt der gewählt würde kann brandner das ausschussbüro auch nach seiner abwahl benutzen. und nicht der kommissarische vorsitzende. absurd aber trotzdem wahr ;388;70;260
2020-01-14;die grünen sind nicht in der lage sich vom medizinischen humbug der homöopathie zu distanzieren. das wirft für jeden wissenschaftler  fragen auf. wir schulden es den patienten und der tradition der aufklärung hier für klare verhältnisse zu sorgen. ;611;70;79
2020-01-13;ich bin der gleichen meinung wie  in dieser sache kommt nicht so oft vor. aber gesundheitsminister spahn steht nicht über dem gesetz. er darf sich nicht als herr über leben und tod inszenieren. die qualvoll leidenden haben ein recht auf die hilfe des staates. ;421;48;13
2020-01-13;in kalifornien will der staat generika medikamente selbst produzieren um sich aus der abhängigkeit der industrie zu bringen. auch in europa und in deutschland sollten wir die immer mehr zunehmenden arzneimittelausfälle durch produktion vor ort vermeiden ;225;41;24
2020-01-12;ein verstorbener der weil er bewußt der organspende nicht widersprach und somit sein einverständnis indirekt gab verwirklicht so auf unbürokratische und zuverlässige weise seine selbstbestimmung. das vorgehen hat daher gar nichts mit kfbegriffen wie staatseigentum zu tun ;302;26;492
2020-01-12;die mehrheit der bevölkerung ist für die widerspruchslösung. ich hoffe dass wir am donnerstag den mut im bundestag aufbringen das durchzusetzen. ohne diesen schritt werden wir erneut nicht weiterkommen. der gegenvorschlag hätte leider kaum wirkung ;253;35;153
2020-01-12;die stallumbauten werden in der zukunft nicht billiger. wollen wir es also für immer so lassen? ;128;6;15
2020-01-12;die tierquälerei muss verboten werden und dann die regelsätze deutlich erhöht. dazu sollten wir hartz 4 ganz anschaffen. es stigmatisiert und macht krank. die spd wäre dazu heute bereit. sie hat damals den fehler gemacht. jetzt blockiert die cdu einschliesslich  ;511;47;100
2020-01-12;übersetzt gibt  verbrauchern die schuld für tierquälerei. er sei zu geizig. es ist aber an ihr tierquälerei schlicht zu verbieten. und die überdüngung des bodens. und natürlich die agrarsubventionen für billigfleisch. verbraucher brauchen schutz keine vorwürfe ;2168;307;173
2020-01-11;die cdu will solarenergie ausbremsen wenn sie nicht die windkraft ausbremsen darf. dabei muss jeder vernünftige mensch sehen dass wir so viel wie möglich erneuerbare energie benötigen. die vorgesehenene abstandsregel für windkraft vergeudet 50 fläche ;280;44;49
2020-01-11;ich schließe mich an. glückwunsch an die zweitbeste partei in deutschland.  wenn es euch nicht gäbe müsstet ihr erfunden werden. ;655;31;199
2020-01-10;ich schliesse mich den glückwünschen von herzen an. mich würde es besonders freuen wenn wir bald zu dritt regieren könnten. nur dann ginge ein echter ruck durch deutschland. mehr umwelt und klimaschutz und mehr gerechtigkeit ein besseres deutschland. dafür braucht es uns alle ;896;78;203
2020-01-10;es wäre ungerecht jetzt den einkommensstarken 10 mrd solisteuer zu schenken und unternehmer statt mittlere einkommen zu entlasten. dazu würden die vorschläge der wirtschaft auch noch schaden weil die fehlende steuer dem staat investitionen zerschlüge  ;118;16;156
2020-01-10;groß denken lohnt große leere worte nicht. die viel zu geringe menge erneuerbarer energie muss ausgebaut und gespeichert werden. dazu brauchen wir konkrete bereitschaft. nicht zb die blockade von beidem in nrw durch die fdp. die fdp wäre in jamaica längst entlarvt gewesen ;101;4;38
2020-01-09;ohne die widerspruchslösung werden wir wieder jahre verlieren in denen tausende menschen und ihre familien den tod erleben weil ein spender der zwar gespendet hätte nie zum lebensretter wurde. obwohl er es gewollt hätte. das ist weder moralisch noch politisch überzeugend. ;222;22;79
2020-01-09;was ist zynisch daran sparsamere autos zu fahren oder die windkraft auszubauen? es zeigt sich erneut daß die co2 ziele von der union schon längst aufgegeben wurden. darum sollen sich unsere kinder und die anderen länder kümmern ist die grundhaltung. ;520;71;158
2020-01-08;die csu macht auch rentenvorschläge. sowohl das spekulieren mit bauland als auch die sinkende rente sind echte seit jahren diskutierte noch immer ungelöste probleme.  vorschläge würden beide wirken. es darf in groko keine denkverbote geben die bevölkerung resigniert ;165;20;30
2020-01-07;der vorschlag von borjans ist richtig. das rentensystem bevorzugt gutverdiener. wegen hoher lebenserwartung lohnt sich die rente für sie. geringverdiener mit geringer lebenserwartung zahlen drauf. auch beamte und politiker sollten aber einbezogen werden. ;756;95;282
2020-01-07;das zeigt nur was möglich wäre wenn wir den ausbau von windkraft und solarenergie nicht wieder abwürgen würden. machen wir uns nichts vor. vom gesamtenergieverbrauch also nicht nur strom ist bisher nur etwa 18 erneuerbar. der weg beginnt gerade erst. alles wird sich ändern ;241;38;40
2020-01-06;bei allem respekt. das sind doch alles nur schlagworte. schaumschlägerei abstrakt den gegner herabwürdigend. ich glaube dass dieser stil out ist. die radikalen menschen wollen leider harte hetze ala afd. die vernünftigen wollen konkrete vorschläge. die fdp ist aus der zeit raus ;677;37;103
2020-01-05;ich bin überzeugt dass die hasssprache der afd und ihre wiederbelebung der nazis in der deutschen politik die welle der morddrohungen losgetreten hat. die sozialen medien müssen zur identifizierung der täter bei hoher strafe verpflichtet werden. demokratie    muss sich wehren ;1837;201;298
2020-01-05;branchenblatt immobilienwirtschaft beschreibt dass 65.000 wohnungen in berlin genehmigt sind aber nicht gebaut werden. mehr profit das bauland liegen zu lassen und später unbebaut weiterzuverkaufen. so oft wie geht. das muss spd grundsteuerreform beenden ;128;20;53
2020-01-04;diese interessante studie zeigt dass 1012 j alte kinder denen man gezielt fernsehsendungen zum gesunden kochen für kinder gezeigt hat sich auch längerfristig gesünder ernähren. das könnte auch ein simpler ansatz in den schulen sein.  ;300;38;55
2020-01-04;2 wenn wir den pflegenotstand noch abwenden wollen müssen rückkehrer in den beruf gefunden werden. das geht nur mit der 35 stunden woche bei besseren löhnen. trotzdem werden bei angemessener pflege nicht mehr alle krankenhäuser am netz bleiben. land krankenhäuser haben vorrang;90;5;41
2020-01-04;zur wahrheit gehört auch die beschlossenen gesetze wurden nach jahrelangen verhandlungen gegen union und arbeitgeber im koa vertrag von der spd durchgesetzt. spahn setzt sie sauber um. aber sie kommen 10 jahre zu spät. jetzt fehlen die berufsanfänger 1 ;70;4;13
2020-01-03;klar. die grünen wollen sich bei der flüchtlingspolitik eine reine weste erhalten. eine extrem heuchlerische haltung. ;40;6;26
2020-01-03;übersetzt heißt der artikel die grünen dürfen für die jungen die umwelt retten die schwarzen dürfen für die alten alle flüchtlinge wegschicken. das wollen viele auch bei uns es soll vorbild für deutschland werden. der deal ist unethisch und instabil ;277;37;91
2020-01-03;bei aller berechtigten kritik an merkel daß menschen die sich so öffentlich äußern im bundestag sitzen ist eine schande für das ganze land. eines bundestagsabgeordneten ist das nicht würdig. ;853;65;118
2020-01-03;auch im spiegel hier die morgenlage glaubt man schwarzgrün sei besser als rotgrün das dämpfe konflikte. wie naiv kann man denn sein? es gäbe minimale kompromisse bei umweltthemen keiner riskiert seine stammwähler sozialpolitisch stillstand. natürlich profitierte die afd ;70;6;34
2020-01-02;die bgh entscheidung unterstützt alle frauen mit kinderwunsch. sie ist daher zu begrüßen. wenn frauen die risiken und chancen kennen sollte ihnen die späte künstliche befruchtung nicht wegrationiert werden. der kinderwunsch muß respektiert werden. ;38;4;13
2020-01-02;die freiheit der afd besteht darin die umwelt für immer zerstören zu dürfen rücksichtslos zu rasen ausländern alles in die schuhe zu schieben rassismus zu praktizieren und mit polemik sachargumente zu kontern. daher sind alle anderen bundestagsparteien sehr gerne afd gegner ;3571;409;516
2020-01-02;13 der über 65 j alten krankenhauspatienten haben demenz oder vorstufe. krankenhausaufenthalte besonders narkosen verschlechtern die gehirnleistung oft dauerhaft. wir müssen ältere weniger oft operieren und durch demenzbegleiter unterstützen dies entlastet auch pflegekräfte ;117;6;33
2020-01-02;windbürgergeld mit dem man die zustimmung zu neuen windanlagen kauft ist die pragmatische lösung für schnellere energiewende. wir können uns weder stillstand noch lange ideologische debatten leisten. es ist schade aber der idealismus reicht nicht aus ;429;55;504
2020-01-01;wenn selbst verheerende feuer und unlöschbare brände die kohleindustrie  weder in australien noch sonstwo reduzieren zeigt das tatsächlich wie ernst die lage ist. nur protest und klare wahlergebnisse können helfen. auch sollten viele junge aktivisten den politikberuf anstreben ;386;32;68
2020-01-01;eskennowabo fordern nur daß wir für das land mit großer rendite in bildung und infrastruktur investieren statt auf substanz zu leben und maximal zu konsumieren. wenn kommunen 10 jahre gelder haben stellen sie auch planer und entwickler dauerhaft ein ;222;26;27
2019-12-31;ich wünsche allen followers glückliche und gesunde 20er jahre. wie bei jedem jahreswechsel ich wünsche es allen auch denen die mir politisch in keiner weise zustimmen. wir sind eine gemeinde jeder will die zukunft besser machen. besondere wünsche an die einsamen und kranken;698;26;54
2019-12-31;fratzscher hat recht kein anderes industrieland besteuert arbeit so stark und vermögen so gering wie deutschland. dazu hat auch die schröder spd beigetragen. wir müssen das korrigieren. sonst wird die afd das thema mit ausländerhass kombiniert nutzen ;811;141;178
2019-12-31;kretschmann ist gegen rotgrün im bund. er ignoriert daß sich mit seinem lieblingsbündnis schwarzgrün weder klimaschutz noch gerechtigkeit durchsetzen lassen. auch er hat ja bisher nichts nennenswertes erreicht. der stillstand ginge weiter in grün.  ;622;80;162
2019-12-30;ein hausarztmodell würde zahlreiche überflüssige facharztbesuche vermeiden. damit könnten notwendige facharztpatienten besser behandelt werden. der kommende ärztemangel lässt kaum eine andere wahl. das system muss aber auch für privatversicherte gelten   ;82;4;77
2019-12-30;manfred stolpe war ein politiker mit charakter idealen sachkenntnis und großem fleiß. die spd verdankt ihm viel wie auch das ganze land. leute wie er werden seltener in der politik. das ist kein vorteil für unsere zukunft. ;210;23;49
2019-12-29;krkarrenbauer überschreitet eine gefährliche rechtspopulistische grenze da sie kriegseinsätze in der sahelzone mit der angst vor flüchtlingswellen kombiniert. das ist bereits sehr in der nähe der denkweise der afd und auch falsch. krieg bringt flucht ;515;79;112
2019-12-28;auch heute weiß merkel natürlich daß ein tempolimit richtig wäre. aber genau wie damals kann sie sich auch heute nicht durchsetzen gegen ignorante cdu männer. der unterschied ist der heute fordert sie nichts mehr sondern wartet ab was passiert. so kam der umwelt stillstand ;729;87;88
2019-12-27;wenn wir die sicherheitsprobleme bei der  epatientenakte nicht lösen wird das projekt an der plötzlichen eile scheitern. besser ist 1 jahr später zu starten als das vertrauen für immer zu verlieren. das projekt muss nicht zum wahlkf pünktlich starten ;158;18;31
2019-12-27;das sollten wir im bundestag für das nächste jahr aufgreifen. ein böllerverbot schützt menschen vor feinstaub tiere vor panikattacken und die umwelt vor co2. ;2047;145;496
2019-12-27;wir müssen in der spd im neuen jahr alle solidarischer miteinander umgehen. öffentliche kritik von parteikollegen ist nicht sozialdemokratisch und macht uns alle kleiner. das gilt auch für exvorsitzende. presse und die politischen gegner genießen es mit billiger schadenfreude ;148;7;34
2019-12-27;es darf und wird keine wahlrechtsreform geben die einseitig die union begünstigt. jede partei muss prozentual so viele abgeordnete haben wie stimmen. daher muss auch die zahl der wahlkreise sinken. alles andere ist verhandelbar. keine weitere trickserei ;308;30;43
2019-12-26;der feinstaub der silvesternacht bleibt leider für monate im körper. leider lagert er sich auch im gehirn ab. daher sollten sich menschen mit risikofaktoren das feuerwerk draußen sparen. es wird zeit daß wir alternativen zu diesem ritual finden. ;1287;173;529
2019-12-26;tempo 130 hat nur vorteile weniger co2 weniger verkehrstote kleinere autos mit grundsätzlich geringerem verbrauch werden beliebter weniger feinstaubtote weniger stau durch gefährliches bremsen. freiheit zu rasen und andere zu gefährden ist verzichtbar ;3828;418;448
2019-12-24;ich wünsche allen follower eine frohes weihnachtsfest egal ob und woran sie glauben und mit wem sie es verbringen. ausdrücklich schließe ich auch alle ein mit denen ich politisch nicht übereinstimme. ;835;27;66
2019-12-24;der wichtigste schritt für kindergesundheit ist eine wirksame zuckersteuer für kinderlebensmittel. auch sollte werbung die sich direkt an die kinder wendet zumindest stark eingeschränkt werden. kindern entstehen sonst lebenslange schäden  ;651;78;145
2019-12-23;innenminister reul ist ein mann markiger worte der nach jedem versagen in seiner verantwortung neue gesetze zur überwachung der bürger fordert. das macht auch seehofer. dann folgt immer sofort eine hitzige reflexdebatte. perfekte  ablenkung geht immer ;57;12;19
2019-12-23;seehofer sagt im klartext wenn wir den kindern helfen oder andere kinder in seenot retten kommen noch mehr. nach der logik dürfte man auch nicht in griechenland helfen. je grauenvoller die lager desto besser besser die abschreckung. frohe weihnachten ;1946;312;241
2019-12-23;lieber matthias berninger wieso soll eine glyphosatsojabohnen plantage auf abgeholztem regenwald zur fleischherstellung für europa gut für das klima sein? selbst dann übrigens wäre die krebsgefahr es nicht wert. am argument muss noch gearbeitet werden ;165;13;24
2019-12-23;ohne vermögenssteuer kann die spd nicht im ansatz glaubhaft über eine unternehmenssteuerreform reden. öffentliche investitionen in bildung energiewende und öpnv sind wichtiger als die luxuskäufe der vermögenden auch wenn beides arbeitsplätze schafft  ;147;17;49
2019-12-22;seit 10 jahren explodiert die zahl der studien zu genen und krankheiten. ein hype? in bisher größter gesamtauswertung zeigt sich ein ernüchterndes bild meist wird die krankheit nur zu 210 durch gene bestimmt. umwelt und vorbeugung sind viel wichtiger ;87;17;15
2019-12-22;wohlhabende babyboomer werden den kindern drei hypotheken hinterlassen ihre hohen renten und gesundheitskosten die kosten des klimawandels eine kaputte infrastruktur. ihnen ist das egal da sie den eigenen kindern hohes erbe von gesparten steuern lassen ;539;131;335
2019-12-22;wenn sie die größten folgen des klimawandels unseren kindern lassen wollen hetze und lüge in der politik nicht verurteilen eine mitleidslose flüchtlingspolitik mit toten kindern im mittelmeer zur not akzeptieren dann sollten sie jetzt der afd ihr geld spenden. aber nur dann ;1690;210;332
2019-12-21;ich stimme zu. wir dürfen nicht aus angst vor der afd kleine kinder im stich lassen. sie werden für ihr ganzes leben darunter leiden müssen. ;1014;75;172
2019-12-21;die union will durch überhangmandate einen mandatsvorteil gegen alle anderen parteien. damit stünde sie besser als heute. alle anderen hätten nachteile. so lange sie von der frechen ungerechten position nicht abrückt wird es keine wahlrechtsreform geben.   ;101;10;30
2019-12-21;da stimme ich zu. es ist ein verbrechen. ;39;3;2
2019-12-21;olaf scholz vorschlag wäre die kurzfristig sinnvollste investition in deutschland überhaupt. arme kommunen sitzen in der schuldenfalle. banken rettete man sie nicht. aber reiche kommunen sind zu egoistisch sie machen nur mit wenn es ablaß für sie gibt ;224;37;42
2019-12-21; polemik gegen  zieht bei jungen leuten nicht alter stil. im zuge der digitalwirtschaft ist es eine seriöse überlegung auch vieler ökonomen dass arbeitnehmer firmenanteile bekommen. sie machen die firma von ihrer arbeit unabhängig und bekommen dafür anteile ;17;2;8
2019-12-20;einklagbare ziele wären auch in deutschland die beste lösung. klimaschutz muss aus dem parteienstreit heraus weil der streit sonst die demokratie selbst gefährden könnte. daher sollte klimaschutz ein staatsziel in der verfassung werden. politik entscheidet dann nur umsetzungwege ;198;20;48
2019-12-20;in leverkusen will scheuer einen a1 tunnel ablehnen obwohl die bürger im feinstaub durch drei autobahnen güterbahnlinien den rhein und flugverkehr durch feinstaub krank werden. in bayern wäre das nicht denkbar gewesen. laschet deckt das auch noch voll ;224;52;39
2019-12-19;wenn die cdu so dumm wäre sich wieder für die atomkraft einzusetzten die ohne endlager unversicherbar und abhängig von staatssubventionen nicht mehr vermittelbar ist wäre das perfekter wahlkf für die grünen. ;91;6;40
2019-12-19;brandner von der afd hetzt gerade im bundestag wieder über klimahysterie. die afd wird immer stärker zur partei gegen den klimaschutz. sie versucht mit lügen bürger in angst und schrecken vor den kosten des klimaschutzes zu versetzen. sie darf niemals teil einer regierung sein ;672;51;137
2019-12-19;wer längere laufzeiten für atomenergie fordert schadet der klimabilanz. die diskussion verzögert noch weiter den ausbau der erneuerbaren. weder wasserstoffimport biokraftstoffe noch teure atomkraft sind realistisch. wind sonne und batterie helfen jetzt ;294;34;129
2019-12-18;das verbot der konversionstherapie ist vollkommen richtig und wir hätten es früher beschliessen müssen. es wäre aber ebenfalls richtig sich für frauen einzusetzen die in ihrer psychischen not eine abtreibung wollen und deren ärztinnen jetzt weiter vom gericht verfolgt werden ;453;40;22
2019-12-18;obwohl die wissenschaft immer klarer die gefahr des klimawandels belegt steigt die zahl der überzeugten nicht das wichtigste problem von demokratien im klimaschutz überhaupt. psychoneurologie zeigen schon lange dass sich nur gleiche meinungen verstärken ;90;10;50
2019-12-18;10 der haushalte haben 50 des vermögens. die untere hälfte hat nur 13. mehr als die hälfte des vermögens leistungsloses erbe. erbschaftssteuer für 20 mio erbe 2. mittleres einkommen zahlt 50 steuer und abgabe. vermögenssteuer ist eine notwendigkeit ;731;121;263
2019-12-18;gut ausgebildete migranten weltweit umworben kommen ungerne in ein land der nationalistischen propaganda. die afd hat rassismus und nazisprache in die politik zurückgebracht. die knobelbecherstiefel sympathisanten von herrn meuthen werden den fusionsreaktor nicht entwickeln ;1283;117;424
2019-12-17;seit jahren haben wir betrügereien mit zytostatika die über apotheken abgegeben und von niedergelassenen onkologen verkauft werden. es ist oft auch die behandlung selbst teil des betrugs. diese versorgung sollte nur durch spezialisierte kliniken erfolgen ;43;5;14
2019-12-17;nahrungsmittel sollten den kaloriengehalt in gehwegminuten ausdrücken. dieses system führt in studien klar dazu dass kalorien reduziert werden. der laie unterschätzt massiv wie lange man gehen muss um die  kalorien einer tafel schokolade abzugehen.   ;320;39;75
2019-12-17;da familienunternehmer mit öffentlichen aufträgen wirtschaftsförderungen standortvorteilen und einer öffentlichen infrastruktur ihr vermögen machen sollten sie auch bereit sein erbschaftssteuer zu zahlen. wer dazu nicht bereit ist handelt selbstgerecht. es findet sich ersatz ;82;8;35
2019-12-17;eine massive förderung des öpnv mit einem viel dichteren angebot und bei gleichzeitiger senkung der preise finanziert durch aufgabe der schwarzen null würde der umwelt und der wirtschaft helfen. es spricht eigentlich nichts dagegen außer cdu wahlkf ;329;40;40
2019-12-16;von allen ungerechtigkeiten in deutschland ist die vererbte armut der kinder die schlimmste. mehr als anderswo in europa landen in armut geborene kinder wieder in armut. privilegierte kinder haben es bei uns noch leichter. das bleibt eine aufgabe der spd  ;166;35;94
2019-12-16;bessere bezahlung von pflegekräften und digitalisierung unseres gesundheitssystems erfordern mehr geld und die zahl älterer menschen steigt. da der zusatzbeitrag dank der spd jetzt hälftig von den arbeitgebern bezahlt wird ist der kostenanstieg angemessen ;37;0;31
2019-12-16;der co2 preis von 25 euro ist eine deutliche verbesserung. als nächster schritt muss jetzt dringend auch der ausbau der windenergie durch wegnahme der abstandsregel kommen. sonst käme kein ausbau der erneuerbaren energie trotz höherer benzin und ölpreise  ;246;33;217
2019-12-16;ich hatte der offiziellen mitteilung der bahn auch vertraut. was für ein peinlicher vorgang. ;953;88;110
2019-12-15;kohle gas und öl werden sichtbar zur waffe der rechtspopulisten. wenn deutschland den kf für das klima nicht gewinnt verliert ihn auch europa. das könnte konsequenzen für den weltweiten klimaschutz haben. eine linksgrüne koalition wäre jetzt notwendig ;445;67;268
2019-12-14;2018 erbten 600 deutsche im durchschnitt 50 millionen. sie zahlten 5 steuern. arbeitnehmer zahlen mit mittlerem einkommen oft 40. dazu kommen sozialbeiträge. sogar die usa sind bei erbschaften gerechter. die einnahmen könnten in bildung investiert werden ;1265;167;308
2019-12-14;klöckner trickst beim glyphosatausstieg  und verantwortet damit daß eine nach who meinung wahrscheinlich krebserregende substanz uneingeschränkt weiter verwendet werden kann. einmal mehr hat der lobbyismus das gemeinwohl besiegt. die cdu lernt es nicht ;1569;396;136
2019-12-13;auf der herrentoilette des leverkusener sportflugplatzes wo im wahlkreis eine weihnachtsfeier stattfindet. die piloten haben eine klare sprache ;93;5;10
2019-12-13;jeder weiß daß ich lieber mit nina scheer gemeinsam die spd geführt hätte. aber aus meiner zusammenarbeit mit  im bereich digitales ich war in der fraktionsführung zuständig weiß ich sie ist gewissenhaft und rücksichtsvoll mit mitarbeitern ;620;44;154
2019-12-13;da vermögen nicht versteuert wird und in 80 der fälle durch erbe quasi unversteuert entsteht leben wir zunehmend in einem zweiklassenstaat. durch teuren lobbyismus medienmacht und parteispenden dominieren vermögende stark die politik. ihr parlamentarischer arm ist die cdu ;1061;151;257
2019-12-12;wir brauchen eine gerechtere einkommensverteilung in deutschland. gerade kinder und alte menschen können sich nicht wehren. nrw ist jetzt sogar ärmer als der osten. das war unter schwarzgelb fast zu erwarten. diese armut trotz geringster arbeitslosigkeit ist ein skandal ;174;27;146
2019-12-12;kinderstationen sollten aus dem system der fallpauschalen befreit werden. personalabbau und die ökonomisierung über die jahre hat gerade hier viele pflegekräfte aus dem beruf gedrängt. mit kindermedizin dürfen weder gewinne noch verluste gemacht werden ;123;28;28
2019-12-12;die präsidentin des umweltbundesamtes sagt die wahrheit uns ist in der politik leider oft die parteipolitik wichtiger als die umwelt. das wird sich aber ändern. die folgen der umweltzerstörung kommen nicht an unseren verhandlungstisch. wir reagieren dann ;55;9;24
2019-12-12;der dax hat für 10.000 euro im letzten jahr 1800 euro kursgewinn gebracht also nur 18! und dann sollen auch noch 20 euro transaktionssteuer enteignet werden? um himmels willen. da muss die fdp doch endlich was machen. das sind doch die retter der kleinen leute... ;1559;162;169
2019-12-11;schon zu lange zahlen betriebsrentner den doppelten beitragssatz zur krankenversicherung. nachdem merkel ihren widerstand jetzt endlich aufgab ändern wir das jetzt. ;224;23;41
2019-12-11;suv werden mehr verkauft als je und es wird mehr geflogen. der co2 ausstoß in europa stagniert. die schwellenländer werden sich daher auch nicht einschränken. wir brauchen auch verbote und klare regeln. von markteingriffen können sich zu viele freikaufen ;1038;129;347
2019-12-10;das tabakwerbeverbot kommt 2022 zu spät. erst wurden jahre verschwendet jetzt kommt es mit verzögerung. auch sollten alle tabakprodukte und ezigaretten erfaßt werden.  ;84;5;24
2019-12-10;für die fdp zählt nur das symbol schwarze null. als teil der symbolpolitik die wir in deutschland zunehmend pflegen. statt der sachpolitik. das ist ein spielchen das man sich aber beim klimaschutz nicht leisten kann. weil die ergebnisse dort messbar sind nicht meinungssache ;110;10;30
2019-12-10;die cdu hat pariser klimaziele für deutschland intern längst aufgegeben. man setzt auf andere länder und den wasserstoffimport später. schon aus diesem grunde hätte ich das ende der groko als parteivorsitzender gefordert. auch schwarzgrün bringt nichts ;395;48;49
2019-12-10;klimaschutzzertifikate dürfen nicht doppelt angerechnet werden und auch nicht zum co2 kolonialsystem werden. wir kaufen uns dann in zukunft frei und zerstören dabei die länder die uns die zertifikate aus not verkaufen mußten. das muss auch cdu akzeptieren ;155;26;24
2019-12-09;manuela hat recht. die meisten frauen überleben und haben eine normale lebenserwartung. und wir arbeiten täglich an besseren therapien. es lohnt sich immer zu kämpfen. immer. manuela schwesig ist ein vorbild so mit der krankheit umzugehen. ;204;13;12
2019-12-08;laschet will im gegensatz zu akk über höheren co2 preis reden. dieses angebot sollten eskenborjans annehmen. jetzt heißt es glaubwürdig für das klima nachzuverhandeln. das thema ist zu wichtig für parteitaktische eitelkeiten. hier gilt sache vor taktik ;372;33;54
2019-12-07;die spd will höheren mindestlohn grundrente und überwindung von hartz 4. dazu eine stärkung der kommunen bei windkraft und mehr geld für zukunftsinvestitionen. was soll also die polemik von merz? ein schwarzgrün mit merz würde die gesellschaft weiter spalten. ;572;58;131
2019-12-07;neue eautos haben viel bessere co2 bilanz als benziner. herstellung der batterie braucht heute weniger co2. der strommix wird grüner. dazu kommt auch bei heutigem stromnetz könnten alle auf eautos zurückgreifen. das netz würde nicht kollabieren.  ;1059;221;437
2019-12-07;die armut der rentner und der kinder in deutschland ist ein skandal. die spd hat sie nicht verschuldet aber auch nicht beseitigt. dafür waren wir aber gewählt nicht die cdu. die grundrente ist ein erster richtiger schritt. es müssen viele weitere folgen ;575;94;415
2019-12-06;jetzt müssen wir auch liefern. ein neuanfang bei dem alles beim alten bliebe würde nach diesem aufwand das vertrauen sogar der basis der partei zerstören. ich glaube daß haben heute auch alle gespürt  ;243;27;75
2019-12-06;versagen beim klimaschutz kann man nur verbergen wenn man die wirkung der maßnahmen nicht untersucht. den weg geht scheuer jetzt. das darf die spd nicht mittragen. weder die autokrise noch der klimaschutz kommen so weiter. scheuer wird zum grokoproblem ;331;81;62
2019-12-06;ein sehr gutes ergebnis womit die beiden gut arbeiten können. der parteitag ist ganz anders als die spd parteitage der letzten 20 jahre ich war wohl bei allen der aufbruch der basis nach links ist in jedem gespräch zu spüren so als ob ein tabu endlich gebrochen wurde ;452;31;73
2019-12-06;die vision einer gesellschaft mit gerechter steuer 45 mrd pro jahr für investitionen und ohne schuldenbremse von nowabo ist richtig. aber genau dagegen steht die union. ich bin gespannt was die gespräche ergeben. das wird der test für die standhaftigkeit. ;85;10;19
2019-12-06;brinkhaus hätte gerne daß wir in der groko unverändert das machen was wir mit olaf scholz auch gemacht hätten. dafür sind eskennowabo aber nicht gewählt worden. in zwei jahren wären dann nicht nur die beiden sondern auch die ganze spd diskreditiert. ;320;36;92
2019-12-05;diese studie zeigt daß die meisten klimamodelle der letzten 50 jahre richtige vorhersagen gemacht haben. auf die modelle kann man sich verlassen auf die politik nicht. der kf gegen den klimawandel wäre der beste weg die spd wieder stärker zu machen ;1287;242;116
2019-12-04;wir müssen alle vorsichtig sein nicht unglaubwürdig zu werden. es kann nicht sein daß wir mit groko kritik in ämter gewählt werden um dann einmal im amt ohne verbesserungen der lage in der groko weiter zu machen. der spd gelingt so kein neuanfang ;666;94;345
2019-12-04;"...
 via ";33;1;23
2019-12-03;im bildungssystem gilt wie beim klimaschutz viel reden wenig ändern. die union und einige länder wehren sich gegen die notwendigen radikalen änderungen. so gilt weiter bildung heißt herkunft. sowohl das schul wie klimaversagen zahlen unsere kinder ;214;42;63
2019-12-03;akk will die spd erpressen mit der blockade der grundrente. dieser schachzug ist eher billig und wird den spd parteitag nicht für die groko begeistern. ihr neuer stil übergehen der spd und druck aufbauen zeigt daß auch sie das bündnis beenden will  ;836;93;125
2019-12-03;wenn die union sich kategorisch verhandlungen zum klimaschutz und zur investitionslücke verweigert können wir nicht im ansatz glaubwürdig in der groko bleiben. ;208;15;35
