Datum;Text;likes;retweets;replys;Uhrzeit des Tweets;Wochentag
2020-02-05;das war ein abgekartetes mieses spiel. mit einem trick haben fdp und cdu sich von der afd wählen lassen. ein unwürdiger vorgang. die cdu will sich von der afd nicht abgrenzen. die cdu ist der rassistischen afd näher als einer moderaten linken, wie verlogen https://t.co/m76ktlg5gy;2172;251;243;14:19:12;Mittwoch
2020-02-05;es fehlt @_friedrichmerz die vorstellung, dass es jetzt viele kinder gibt, die glauben, der planet erde werde völlig unbewohnbar. sie leben in konstanter sorge und panik, nichteinmal unbegründet. wem dafür die empathie fehlt, der versteht eine ganze generation nicht. https://t.co/p1foanovi8;498;45;88;10:34:56;Mittwoch
2020-02-05;leider wahr. die csu kämpft gegen das tempolimit mit afd argumenten um von den problemen von verkehrsminister scheuer abzulenken. gleichzeitig täuscht söder in bayern die grüne csu vor. es ist alles ein test. ein test, wie klug die wählerin wirklich ist. die csu unterschätzt sie https://t.co/abyccndenx;607;77;83;00:44:37;Mittwoch
2020-02-04;deutschland darf sich nicht an einem neuen atom-wettrüsten beteiligen, auch nicht mit frankreich zusammen. ein zurück in die zeit des kalten krieges darf es nicht geben. auch kramp-karrenbauer muss dies für die bundesregierung klarstellen.  https://t.co/otiivp2br3;121;12;21;10:04:05;Dienstag
2020-02-03;der gipfel brachte nichts. weil sich nichts ändert. ohne höhere mindeststandards in tierhaltung und qualität ist eine gesündere und bessere landwirtschaft nicht zu schaffen. tierquälerei, antibiotikamast, massenware: hier geht es ohne verbote nicht weiter https://t.co/b4edajyqyw;374;64;74;21:03:11;Montag
2020-02-03;doch. das interessiert sehr wohl. aber ohne gegenfinanzierung bei vermögenden und wirklich reichen sowie erben muss auch genug steuer erhoben werden, um unsere infrastruktur und unser bildungssystem zu erhalten. wovon wollen sie die notwendige teure energiewende zb bezahlen? https://t.co/prdg6irdsr;67;5;109;17:35:47;Montag
2020-02-03;die niedrigen preise für billigfleisch werden mit tierquälerei erkämpft. dazu werden die bauern an den rand des ruins getrieben. wir brauchen höhere standards und müssen einkommensschwache durch gezielte subventionen und höhere bedarfssätze entlasten    https://t.co/rn4l5pgove;223;36;139;15:23:07;Montag
2020-02-03;billigfleisch durch tierquälerei und umweltzerstörung schadet auch der gesundheit. gesunde natürlich produzierte nahrung muss gekennzeichnet und subventioniert werden. wir brauchen gesunde landwirtschaft, keine kranken tierfabriken. umweltschutz und gesundheit gemeinsam denken! https://t.co/syboshw7en;173;21;46;11:43:55;Montag
2020-02-03;es wird noch jahre dauern, bis klar ist, dass menschen mit etwa 70.000 euro einkommen im durchschnitt unter 30% steuern zahlen, keine 42%. entlastung brauchen aber die verdiener der mitte. die liegen zwischen 20.000 und 45.000 pro jahr.   erben und vermögende zahlen viel zu wenig https://t.co/evbch6wyu6;889;98;255;11:36:25;Montag
2020-02-03;novartis lenkt von dem unethischen preis von 2 mio $ für das medikament ab indem es 100 kinder „beschenkt“. seltene krankheiten sollten durch universitäten erforscht und die entdeckten medikamente durch gemeinnützige stiftungsunternehmen vermarktet werden https://t.co/8sjfjrbo2v;710;90;61;00:39:57;Montag
2020-02-01;es wäre sinnvoll, mit einer zusatzsteuer für schwere autos mit hohem c02 ausstoss eine subvention von elektroautos zu finanzieren. damit würde ein marktversagen kompensiert. den ohne bezahlen später unsere kinder die steuer, weil die co2 senkung dann für sie noch teurer wird https://t.co/xnseakxc0e;496;35;465;21:05:08;Samstag
2020-02-01;landminen verstümmeln meist zivilisten. darunter sehr viele kinder. trump beweist einmal mehr, was für ein unmoralischer präsident er ist, der ganz sicher nicht die werte der meisten amerikaner vertritt. an der neuen rüstungsspirale dürfen wir nicht drehen https://t.co/bdy9koijsn;530;70;44;20:16:44;Samstag
2020-02-01;ohne hetzer gegen flüchtlinge wie ihnen und farage wäre es in der tat nicht zum brexit gekommen. daher ersparen sie uns die schadensfreude. die eu wird leute wie sie überleben. kein fortschritt ohne vorübergehende rückschläge https://t.co/fco2xwbeyx;2735;211;493;15:38:53;Samstag
2020-01-31;hier eine graphik der nyt zur gefahr von corona2019. nach oben: sterblichkeit. nach rechts: wie viele andere jeder infizierte ansteckt. rote fläche zeigt wieviel unsicherheit noch ist. liegt irgendwo zwischen grippe und sars. die sterblichkeit ist die grosse unbekannte, faktor 40 https://t.co/yrtcz2qhbz;76;15;20;19:30:34;Freitag
2020-01-31;die parteien sind zur reform bereit. aber: jetzt gilt: 28% der stimmen für union, also 28% der sitze. das lehnt cdu ab. sie will mehr sitze als stimmen in prozent. darum geht der streit. keine andere partei ginge da mit. über alles andere kann man reden.  https://t.co/ujuzrdojbc;101;17;17;13:46:16;Freitag
2020-01-31;stimmt alles. aber bei älteren menschen bedeutet dass: etwa 1 von 5 infizierten stirbt. bei sars waren es zt 50%. das zeigt, wie wichtig eindämmung ist. weil eine starke verbreitung würde in deutschland für sehr viele rentner zu einer tödlichen bedrohung. gefährlicher als grippe https://t.co/j3xtxab3qi;50;4;24;12:43:43;Freitag
2020-01-31;sie glauben doch nicht ernsthaft, dass 30-40% so dumm sind, den zusammenhang zwischen kohleverbrennung und c02 anstieg zu bestreiten? die 15% verdanken sie im wesentlichen ihrer hetze gegen ausländer. das ist schlimm genug https://t.co/xn9btjicx3;414;24;45;11:35:44;Freitag
2020-01-31;der afd abgeordnete kotre bestreitet hier dass kohleverbrennung zum co2 anstieg beitrage. das sei nicht bewiesen. auf deutschland komme es bei co2 sowieso nicht an. kohleausstieg sei deindustrialisierung. daher atomstrom. jedes 13-jährige kind könnte hier eine klügere rede halten https://t.co/ft6aav6yok;1511;111;157;10:41:57;Freitag
2020-01-30;who epidemiologen schätzen jetzt, dass sich pro neu corona infizierter person 1,4 bis 2,5 weitere personen infizieren (r-naught zahl). das bedeutet, dass jeder fall isoliert werden muss und dass eine pandemie wohl kommt. damit ist es zur notlage geworden  https://t.co/k8jcia5f8n;57;10;27;20:51:30;Donnerstag
2020-01-30;who epidemiologen schätzen jetzt, dass sich pro neu corona infizierter person 1,4 bis 2,5 weitere personen infizieren (r-naught zahl). das bedeutet, dass jeder fall isoliert werden muss und dass eine pandemie wohl kommt. damit ist es zur notlage geworden https://t.co/w38tgkip5s;47;7;18;20:50:05;Donnerstag
2020-01-30;who epidemiologen schätzen jetzt, dass sich pro neu mit corona infizierter person 1,4 bis 2,5 weitere personen infizieren (r-naught zahl). das bedeutet, dass jeder fall isoliert werden muss und dass eine pandemie wahrscheinlich ist. damit ist die lage doch schwieriger geworden;240;44;136;19:43:43;Donnerstag
2020-01-30;die lösung der probleme der landwirtschaft kann nur in einem umstieg auf „weniger aber gesünder essen“ bestehen. dazu sind tierwohlkennzeichnung, nutriscore und eine umstellung der agrarzuschüsse hin zu mehr ökologie notwendig, dass wissen auch die bauern https://t.co/gumpoiptmx;77;9;30;11:01:35;Donnerstag
2020-01-30;gauland hat nicht nur respektlos bei der rede des israelischen präsidenten gesessen. seine fraktion hat den beifall verweigert, besonders als es bei steinmeier um neue gefahren des nationalsozialismus in deutschland ging. da schien sich die afd, zu recht, angesprochen zu fühlen https://t.co/tbblq3ko77;2725;341;259;00:33:27;Donnerstag
2020-01-29;die erhöhung der löhne in der pflege ist richtig und wurde gegen viele widerstände auch in der union erkämpft. allerdings darf die finanzierung nicht von den angehörigen bezahlt werden. schon jetzt liegt der eigenanteil oft weit über 2.000 € im monat https://t.co/yjdiu1zmpj;100;8;14;22:27:13;Mittwoch
2020-01-29;in der gedenkstunde für die opfer des nationalsozialismus warnt bp steinmeier: heute wird nationalismus als vision verkauft. er hat recht, und so hat die ns diktatur angefangen. erinnern genügt daher nicht, wir müssen uns heute wehren, gegen nationalismus,  rassismus und hetze https://t.co/upj8tjxmdc;146;15;33;11:41:09;Mittwoch
2020-01-28;das zeigt, wie wichtig es ist, jeden fall zu isolieren. das virus ist offenbar sehr ansteckend, zumal auch leichtere fälle in der zwischenzeit die krankheit übertragen haben. trotzdem kein grund zur panik. die ergriffenen und geplanten massnahmen wirken https://t.co/mobj3hwrod;163;26;85;22:04:25;Dienstag
2020-01-28;die wichtigsten sorgen der bürger, wie auch diese spiegel umfrage zeigt, betreffen alle links-grüne themen: ungleichheit, rente, klimaschutz. nur eine links-grüne regierung würde diese probleme lösen können. leider verabschieden sich immer mehr grüne politiker von dieser vision. https://t.co/t5gffsvsod;162;18;90;18:59:32;Dienstag
2020-01-28;eine massvolle reaktion. die meldepflicht müsste für verdachtsfälle zb nach chinareisen auch für niedergelassen ärzte, nicht nur für kliniken, gelten. https://t.co/uozgbqqcuu;19;0;3;17:12:52;Dienstag
2020-01-28;der vorschlag der kommission ist nicht im ansatz ein schritt richtung bürgerversicherung, eher das gegenteil. die gleiche behandlung würde beim gleichen arzt für den pkv versicherten doppelt so gut bezahlt, und der steuerzahler kommt zum grössten teil dafür aus. so geht es nicht https://t.co/dm4mke0mud;31;3;9;16:53:22;Dienstag
2020-01-28;der vorschlag der kommission ist nicht im ansatz ein schritt richtung bürgerversicherung, eher das gegenteil. die gleiche behandlung würde beim gleichen arzt für den pkv versicherten doppelt so gut bezahlt, und der steuerzahler kommt zum grössten teil dafür aus. so geht es nicht https://t.co/ub4ulfhpcq;19;2;3;16:52:26;Dienstag
2020-01-28;unsere reaktion auf das coronavirus muss in erster linie in schneller behandlung und isolierung der betroffenen liegen. dann kann es bei wenigen infektionen bleiben, wenn wir glück haben. die vorbereitungen sind sehr gut. solche epidemien werden zunehmen  https://t.co/gqdtuvchbt;41;7;32;15:49:24;Dienstag
2020-01-28;es gibt weiter keinen grund zur panik. der erste fall war zu erwarten, es wird nicht der letzte sein. aber die kliniken und die gesundheitsämter sind sehr gut vorbereitet. routinekontrollen an flughäfen sind weiterhin nicht sinnvoll.  https://t.co/0lxdpgpq4s;289;83;234;00:58:23;Dienstag
2020-01-27;jetzt hat sarrazin wohl total den verstand verloren. was für eine niederträchtige art, die partei zu diffamieren, der er seine karriere und seinen bucherfolg komplett verdankt. er muss dringend herausgeworfen werden. https://t.co/z8yfzilyya;2351;190;674;19:08:10;Montag
2020-01-27;der gegenwind kommt im wesentlichen von der cdu selbst, die lieber in zukunft wasserstoff importieren als windstrom selbst herstellen will. das ist aber riskant. der wasserstoff könnte nie kommen, und die arbeitsplätze gehen dann dorthin, wo er produziert wird. eben nicht bei uns https://t.co/pqymcqmerl;99;16;24;14:29:16;Montag
2020-01-27;zum schutz der deutschen in wuhan wäre ein rücktransport nach deutschland jetzt sinnvoll. noch ist niemand infiziert. die deutschen flughäfen müssen für kontrollen der passagiere vorbereitet werden. eine zunahme der übertragbarkeit des virus ist möglich https://t.co/rotkmkrjwx;36;5;41;14:12:10;Montag
2020-01-27;der adac wacht auf und das ist sehr zu begrüssen. die afd wird eingehen in die geschichte als sprachrohr der ewig gestrigen, der umweltzerstörer und rassisten. die jungen menschen stösst das schon heute enorm ab. mich, nicht mehr ganz jung, auch. https://t.co/wlebfwjt62;1058;71;177;11:00:20;Montag
2020-01-27;altmaier blockiert die windenergie, die cdu blockiert die grundrente, akk will bei jeder gelegenheit deutsche soldaten entsenden... welchen grund gibt es für uns noch, in der groko zu bleiben? saskia esken und norbert walter-borjans müssen das klarmachen https://t.co/pqgpv8vqsn;720;86;130;10:19:17;Montag
2020-01-26;bei #annewill wird der kohlekompromiss verteidigt. das problem ist nur, dass die klimaschutzziele so nicht erreicht werden können. das wird man in den nächsten jahren natürlich sehen. aus angst vor der afd verlieren wir wichtige zeit. unsere kinder sollten uns wichtiger sein.;999;88;88;22:47:18;Sonntag
2020-01-26;gleich bin ich der gast bei gregor gysi im theater die distel in berlin. er wird mich zu politik und leben grillen https://t.co/3ffakxfw1v;354;12;43;14:07:30;Sonntag
2020-01-26;wir als spd machen uns in der klimaschutzpolitik völlig unglaubwürdig wenn wir die cdu haltung mittragen. die cdu setzt auf wasserstoff aus afrika, nicht auf deutsche energie. das sind aber nur hirngespinste, fantasien. noch nicht einmal ehrlich ausgesprochen. kein weg für uns https://t.co/8wubqsx567;365;44;188;12:49:19;Sonntag
2020-01-26;weniger tote, weniger c02, geringere kosten, kein zeitverlust. ein verkehrsminister, der den adac für diese haltung kritisiert und gleichzeitig gerichtsurteile nicht akzeptiert hat ein angespanntes verhältnis zu vernunft und recht. das sehen auch wähler https://t.co/honxhda5fp;1099;137;94;10:11:39;Sonntag
2020-01-25;die afd hat selbst für das gewaltbereite politische klima gesorgt, das jetzt dazu führt, dass niemand an sie vermieten will. trotzdem sind drohungen und gewalt auf beiden seiten untolerierbar, auch nicht gegen die afd mitglieder. die spirale muss enden https://t.co/skbojgdfog;127;19;78;15:38:28;Samstag
2020-01-25;diese studie aus kanada zeigt erneut, dass man mit wohnung bis 150 meter an vielbefahrener strasse vermehrt an demenz, parkinson und ms erkrankt. feinstaub lagert sich im gehirn ab und führt zu chronischer entzündung. noch  ein grund für autofreie städte https://t.co/40ti5dz2ig;1079;289;253;14:01:59;Samstag
2020-01-25;jetzt sind systematische fieberkontrollen für flugpassagiere noch nicht nötig. vorbereitet werden sollten sie aber, weil die lage sich innerhalb weniger tage verändern kann, wenn zb auch unbemerkte leichtere fälle schon ansteckend wären. dann käme pandemie https://t.co/x0b1umqfec;80;17;145;13:54:29;Samstag
2020-01-25;klöckner blockiert die pflicht zur kennzeichnung der haltung der tiere. daher bleibt die tierquälerei hinter dem billigfleisch verborgen. würde besseres,  aber weniger fleisch gegessen wäre es besser für mensch, tier und umwelt. nur nicht für die profite  https://t.co/tl6jksjagh;1553;241;156;00:01:28;Samstag
2020-01-24;das ist für einen minister eine echt peinliche position. auch für scheuer gilt das recht. was soll sonst erst der normale bürger sagen? unfassbar... https://t.co/xathu5npef;437;34;44;14:49:07;Freitag
2020-01-24;teil der reaktion auf dieses langfristig dramatische problem muss die erhöhung der studienplätze um 5.000 sein, weil wir in wenigen jahren sonst flächendeckend die bevölkerung nicht optimal versorgen können. das trifft besonders ältere und sozial schwache  https://t.co/udskdwuean;87;8;25;11:28:20;Freitag
2020-01-24;sarrazin kann in zukunft nicht mehr die spd missbrauchen, um seine kruden islamophoben gentheorien zu verkaufen. er war der erste, der prominent rassistische theorien in die politik getragen hat. sogar am aufstieg der afd hat er anteil. er beschämt die spd https://t.co/oga47liulf;1314;97;414;00:26:59;Freitag
2020-01-23;coronavirus könnte sich verändern in den nächsten wochen, schneller übertragbar werden. eine impfung spielt jetzt keine rolle. die reaktion chinas macht hoffnung, dass die ausbreitung gestoppt werden kann. deutschland ist seit sars epidemie gut vorbereitet https://t.co/agyr1czqer;43;10;18;20:55:34;Donnerstag
2020-01-23;karamba diaby ist ein politiker, der deutschland zu einem besseren und weltoffeneren land machen will. kompetent, sehr sympathisch und kein karrierist. feige bedrohungen durch rassisten müssen entschieden bekämpft werden. sonst stirbt unsere demokratie https://t.co/zbmx6ivlij;836;89;62;20:26:22;Donnerstag
2020-01-23;wenn die afd nicht länger den menschengemachten klimawandel leugnen umd klimaschutz blockieren würde wäre schon viel gewonnen. es gilt, mit klimaschutz flucht zu vermeiden. die afd irrt, wenn sie glaubt, mit maschinenpistolen an der grenze flüchtlinge aufhalten zu können. https://t.co/d71moidxcl;829;75;290;13:17:24;Donnerstag
2020-01-23;synthetische kraftstoffe sind reines wunschdenken. um nicht e-autos laden zu müssen und rasch „tanken“ zu können würden wir die dreifache energiemenge für die gleiche strecke verfahren. das wäre definitiv unbezahlbar. auch fehlt diese erneuerbare energie  https://t.co/xtjdmznafq;80;11;47;12:49:44;Donnerstag
2020-01-23;deutschland ist verantwortlich für das größte verbrechen in der geschichte der menschheit. daher muss auch in den schulen von heute das holocaust gedenken thema sein, sowohl für muslimische schüler als auch für kinder, deren eltern afd parolen vorleben https://t.co/quroukjcmk;701;95;292;12:25:06;Donnerstag
2020-01-23;nur weil jemand demokratisch gewählt wurde verdient er keine narrenfreiheit. trump ist nach allem was wir wissen eine gefahr für den weltfrieden und den klimaschutz, ein offenbar notorischer lügner und vermeintlicher frauenbelästiger. das müssen politiker auch sagen dürfen. https://t.co/okmtl4pc1z;4818;402;446;00:16:19;Donnerstag
2020-01-22;niedriglohnberufe, die oft krank machen, sind sparschweine der rentenkasse. kurz nach renteneintritt kommt der tod, besserverdiener erben die einzahlungen. das äquivalenzprinzip rente ist ein systembetrug. es braucht kürzere arbeitszeit bei lohnausgleich https://t.co/5trfancmsg;214;45;63;18:43:27;Mittwoch
2020-01-22;in der politik müssen auch offene worte erlaubt sein. das geht voll in ordnung. robert habeck wirkte überrascht. das wirft eher fragen auf. trump sagt jeden tag noch viel grösseren unsinn. er ist nicht nur der gegner, sondern auch die gefahr. seit jahren  https://t.co/yd38plq0tg;1901;160;261;13:29:18;Mittwoch
2020-01-21;lindner will sagen, dass wir weiter suv fahren und windräder wie in nrw bekämpfen können. denn wir „verhandeln ja mit china“. natürlich weiss auch er, dass china mit einem kleinen land wie deutschland keinen globalisierten c02 markt verhandeln würde. hauptsache zeit gewonnen https://t.co/tlbtdhvpat;291;15;69;12:36:51;Dienstag
2020-01-21;greta thunberg durchschaut, dass jeder politiker, der für „neue technologie durch markt“ wirbt, egoistisch ist. der einzige wirksame weg besteht leider aus bekannten technologien, verzicht, verboten und c02 preis. das wissen wir, sagen es aber sehr ungern https://t.co/48e3l22nsx;2673;409;682;11:05:29;Dienstag
2020-01-20;das ranking der firmen beim klimaschutz wirkt sich zunehmend auf den wert der aktie aus. ein weiteres beispiel dafür, dass unsere heutigen klimaschutzziele zu niedrig sind, und ein massiver ausbau der erneuerbaren energie auch unsere arbeitsplätze sichert  https://t.co/rk53cuzqnu;54;9;19;11:43:14;Montag
2020-01-20;heiko maas hat in der libyen-konferenz eine grosse leistung gezeigt. auch hat er sich klar für die auflösung der flüchtlingslager in libyen positioniert und will nicht wie andere sich über die schnelle entsendung von deutschen soldaten profilieren. danke! https://t.co/dkeqa6ru6n;133;3;33;10:58:00;Montag
2020-01-20;@heikomaas hat in der libyen-konferenz eine grosse leistung gezeigt. auch hat er sich klar für die auflösung der flüchtlingslager in libyen positioniert und will nicht wie andere sich über die schnelle entsendung von deutschen soldaten profilieren. danke! https://t.co/dkeqa6ru6n;14;2;2;10:56:38;Montag
2020-01-19;einziger ausweg aus der pkv falle mit monatlich oft über 1.200 euro prämie wäre die bürgerversicherung. dagegen wehren sich die cdu und die lobbyisten. es bleibt vorerst beim nebeneinander teurer 2-klassen medizin und denjenigen, die im alter arm werden https://t.co/tyb8d9xfva;241;33;57;13:48:40;Sonntag
2020-01-19;mit der neuen us tarnuniform im all werden die amerikanischen spacefighter sicher weder von russen noch von aliens entdeckt. die idee ist so „stabil und genial“ dass sie nur von trump selbst kommen kann https://t.co/dqq54prpuu;128;8;27;11:59:58;Sonntag
2020-01-19;sichere und grosse radwege sowie stellplätze für fahrräder müssen die priorität im verkehrsumbau der städte werden. fahrräder und öpnv benötigen den vorrang. damit verbinden wir umweltschutz und gesundheitsförderung. radfahrergefährdung müssen wir stoppen  https://t.co/li8mmzebaz;1109;139;98;10:37:49;Sonntag
2020-01-18;bin ich alleine in der befremdung, dass die luxusprobleme der „windsors“ mehr mediale aufmerksamkeit bekommen, als dies angemessen scheint? „hart und teuer“ ist der brexit, und zwar besonders für die ärmeren teile der britischen bevölkerung. da hat die stimme der windsors gefehlt https://t.co/s93vu0kihf;1287;64;131;23:52:32;Samstag
2020-01-18;wer eine selten dumme rede im bundestag hören will hat hier eine 1a gelegenheit... https://t.co/occbutrqhr;255;14;48;17:14:17;Samstag
2020-01-18;assange durchlebt eine isolation die folter gleichkommt. er ist unbestritten schwer krank. auch wenn er brüche hat, er ist ein held der freien presse und meinungsfreiheit. daher sollten wir auch viel mehr für seine freiheit tun, auch die bundesregierung.  https://t.co/pzip4ouioc;1334;359;138;17:11:22;Samstag
2020-01-18;wenn fleisch teurer und obst und gemüse billiger würden wäre unserer gesundheit, den tieren und der umwelt geholfen. aber zu einer solchen reform für eine ökologische und gesündere landwirtschaft fehlt julia klöckner leider die kraft. alle sind unzufrieden https://t.co/pjcfsohxkm;3245;419;392;16:58:46;Samstag
2020-01-17;wenn es uns nicht gelingt, durch kennzeichnung und aufklärung die bevölkerung zu einer besseren aber dann auch teureren ernährung zu bringen, drohen gelbwestenverhältnisse. für die teurere ernährung müssen aber auch hilfesätze und mindestlohn erhöht werden https://t.co/5ruafbsypb;290;33;181;14:33:28;Freitag
2020-01-17;gleich beschließen wir das gesetz gegen „cybergrooming“. kinderpornographie und kindesmissbrauch werden so besser bekämpft, die möglichkeiten der polizei und die strafbarkeit werden ausgebaut. diese verbrechen sind das schlimmste, was man kindern antut, zerstören ihr ganzes leben;284;13;35;09:22:37;Freitag
2020-01-16;schade. aber beim nächsten mal wird es hoffentlich gelingen, die widerspruchslösung durchzusetzen https://t.co/47uqa5m8xe;662;34;125;15:59:56;Donnerstag
2020-01-16;gerne arbeite ich an der umsetzung mit und bedanke mich auch für die faire debatte. leider befürchte ich trotzdem, dass wir heute eine wichtige chance ungenutzt gelassen haben. ich glaube nicht, dass die spenderzahlen deutlich steigen, würde mich aber freuen, wenn es anders käme https://t.co/aibjomlnok;208;9;22;13:41:35;Donnerstag
2020-01-16;lieber herr @rolandtichy ich habe sie früher wegen der schärfe ihrer argumente geschätzt, auch wenn oft anderer meinung. das aber ist nicht ihr niveau, sondern das der afd. schade. https://t.co/n9p76peczp;280;38;162;09:58:14;Donnerstag
2020-01-16;baerbock verteidigt ihre entscheidungslösung. wenn ihr vorschlag kommt verlieren wir wieder nur zeit, werden das plädoyer für die widerspruchslösung in jahren erneut hier im bundestag hören. hinweise auf die möglichkeit der organspende beim ausweisamt oder arzt bringen gar nichts;401;31;76;09:38:43;Donnerstag
2020-01-15;wir werden für die sache kämpfen. es wird knapp. ich hoffe, dass wir es diesmal schaffen. danke für die unterstützung https://t.co/eeutuqdgqq;75;8;9;22:51:38;Mittwoch
2020-01-15;heute abend 22:15 uhr phönix streitgespräch zum thema organspende. rückmeldungen zur sendung sehr willkommen https://t.co/metsnbcs3h;79;11;34;20:25:41;Mittwoch
2020-01-15;hier ein streitgespräch mit der fdp sprecherin gesundheit frau aschenberg und mir zur widerspruchslösung organspende https://t.co/shlibe1dqd;18;0;11;17:56:55;Mittwoch
2020-01-15;nur 10.000 medizinstudenten pro jahr reichen nicht aus. es müssten 15.000 sein wenn wir den bedarf in 10 jahren ohne massiven ärztemangel decken wollen. babyboomer ärzte scheiden aus, mehr ältere patienten, längeres leben. auf dem land droht ärztenotstand https://t.co/tggnaraiow;283;35;72;11:08:18;Mittwoch
2020-01-15;menschen auf der warteliste und ihren angehörigen, die auf ein organ warten und verzweifelt sind, schulden wir es, dass jeder, der nicht spenden will, wenigstens dazu bereit ist, zu widersprechen. die entscheidungsstärkung auf ämtern bringt gar nichts, die gelegenheit wäre vertan https://t.co/xaijuz612s;130;12;59;10:42:21;Mittwoch
2020-01-14;brandner hat leider recht. so lange wie die afd keinen neuen rechtsausschussesvorsitzenden vorschlägt, der gewählt würde, kann brandner das ausschussbüro auch nach seiner abwahl benutzen. und nicht der kommissarische vorsitzende. absurd, aber trotzdem wahr https://t.co/d8arwmp6d8;388;70;260;21:02:58;Dienstag
2020-01-14;die grünen sind nicht in der lage, sich vom medizinischen humbug der homöopathie zu distanzieren. das wirft für jeden wissenschaftler  fragen auf. wir schulden es den patienten und der tradition der aufklärung, hier für klare verhältnisse zu sorgen. https://t.co/viybkwzkn3;611;70;79;14:29:35;Dienstag
2020-01-13;ich bin der gleichen meinung wie @c_lindner in dieser sache, kommt nicht so oft vor. aber gesundheitsminister spahn steht nicht über dem gesetz. er darf sich nicht als herr über leben und tod inszenieren. die qualvoll leidenden haben ein recht auf die hilfe des staates. https://t.co/lqemjxsnjd;421;48;13;15:15:37;Montag
2020-01-13;in kalifornien will der staat generika medikamente selbst produzieren um sich aus der abhängigkeit der industrie zu bringen. auch in europa und in deutschland sollten wir die immer mehr zunehmenden arzneimittelausfälle durch produktion vor ort vermeiden https://t.co/vfzqu0wszc;225;41;24;08:46:41;Montag
2020-01-12;ein verstorbener, der, weil er bewußt der organspende nicht widersprach und somit sein einverständnis indirekt gab, verwirklicht so auf unbürokratische und zuverlässige weise seine selbstbestimmung. das vorgehen hat daher gar nichts mit kampfbegriffen wie „staatseigentum“ zu tun https://t.co/jcwarcymnf;302;26;492;22:48:24;Sonntag
2020-01-12;die mehrheit der bevölkerung ist für die widerspruchslösung. ich hoffe, dass wir am donnerstag den mut im bundestag aufbringen, das durchzusetzen. ohne diesen schritt werden wir erneut nicht weiterkommen. der gegenvorschlag hätte leider kaum wirkung https://t.co/pzq6o0phna;253;35;153;10:37:02;Sonntag
2020-01-12;die stallumbauten werden in der zukunft nicht billiger. wollen wir es also für immer so lassen? https://t.co/tzqdqynnyv;128;6;15;10:27:00;Sonntag
2020-01-12;die tierquälerei muss verboten werden und dann die regelsätze deutlich erhöht. dazu sollten wir hartz 4 ganz anschaffen. es stigmatisiert und macht krank. die spd wäre dazu heute bereit. sie hat damals den fehler gemacht. jetzt blockiert die cdu, einschliesslich @juliakloeckner https://t.co/fysvday2oo;511;47;100;10:24:34;Sonntag
2020-01-12;übersetzt gibt @juliakloeckner verbrauchern die schuld für tierquälerei. er sei zu geizig. es ist aber an ihr, tierquälerei schlicht zu verbieten. und die überdüngung des bodens. und natürlich die agrarsubventionen für billigfleisch. verbraucher brauchen schutz, keine vorwürfe https://t.co/hqfzzn78kc;2168;307;173;09:52:04;Sonntag
2020-01-11;die cdu will solarenergie ausbremsen, wenn sie nicht die windkraft ausbremsen darf. dabei muss jeder vernünftige mensch sehen, dass wir so viel wie möglich erneuerbare energie benötigen. die vorgesehenene abstandsregel für windkraft vergeudet 50% fläche https://t.co/vfytykxp3w;280;44;49;23:44:36;Samstag
2020-01-11;ich schließe mich an. glückwunsch an die zweitbeste partei in deutschland. 😉😉😉 wenn es euch nicht gäbe müsstet ihr erfunden werden. https://t.co/ouwavj8ovj;655;31;199;13:19:50;Samstag
2020-01-10;ich schliesse mich den glückwünschen von herzen an. mich würde es besonders freuen, wenn wir bald zu dritt regieren könnten. nur dann ginge ein echter ruck durch deutschland. mehr umwelt- und klimaschutz und mehr gerechtigkeit, ein besseres deutschland. dafür braucht es uns alle https://t.co/ruuf8w6s8r;896;78;203;16:42:26;Freitag
2020-01-10;es wäre ungerecht, jetzt den einkommensstarken 10 mrd soli-steuer zu schenken und unternehmer statt mittlere einkommen zu entlasten. dazu würden die vorschläge der wirtschaft auch noch schaden, weil die fehlende steuer dem staat investitionen zerschlüge  https://t.co/u8a5sitkbz;118;16;156;16:37:22;Freitag
2020-01-10;groß denken lohnt, große leere worte nicht. die viel zu geringe menge erneuerbarer energie muss ausgebaut und gespeichert werden. dazu brauchen wir konkrete bereitschaft. nicht zb die blockade von beidem in nrw durch die fdp. die fdp wäre in jamaica längst entlarvt gewesen https://t.co/9vkebxuyup;101;4;38;09:43:24;Freitag
2020-01-09;ohne die widerspruchslösung werden wir wieder jahre verlieren, in denen tausende menschen und ihre familien den tod erleben, weil ein spender, der zwar gespendet hätte, nie zum lebensretter wurde. obwohl er es gewollt hätte. das ist weder moralisch noch politisch überzeugend. https://t.co/tg340bi22v;222;22;79;11:49:40;Donnerstag
2020-01-09;was ist zynisch daran, sparsamere autos zu fahren oder die windkraft auszubauen? es zeigt sich erneut, daß die co2 ziele von der union schon längst aufgegeben wurden. „darum sollen sich unsere kinder und die anderen länder kümmern“ ist die grundhaltung. https://t.co/oohnlnzm2e;520;71;158;10:35:40;Donnerstag
